"","V1","V1.1","primaryTitle","tconst","averageRating","numVotes","titleType","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","rating","critics_pick","author","headline","summary","pub_date","opening_date","updated_date","link_type","link_url","link_suggested","multimedia_type","multi_media_src","multimedia_height","multimedia_width","NA.","sent_mean","sent_sd","sent_sum","covid","action","drama","horror","crime","thriller","comedy","documentary","war","adventure","biography","family","romance","fantasy","animation","mystery","musical","music","sci-fi","sport","history","western","j"
"37",37,37,"A White, White Day","tt9801736",6.7,3636,"movie","Hvítur, hvítur dagur",0,2019,"\N",109,"Drama","",1,"Glenn Kenny","‘A White, White Day’ Review: Confronting Grief in a Frozen Landscape","A man finds coping with his wife’s death hard enough — and then learns she’d been having an affair.",2020-04-16,2020-05-29,"2020-04-16 11:04:05","article","https://www.nytimes.com/2020/04/16/movies/a-white-white-day-review.html","Read the New York Times Review of A White, White Day","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/17/arts/white1/white1-mediumThreeByTwo210.jpg",140,210,NA,-0.0625,0.179087599852845,-1.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38",38,38,"Abe","tt5805768",6.2,1097,"movie","Abe",0,2019,"\N",85,"Comedy,Drama","",0,"Devika Girish","‘Abe’ Review: Food and Family, but No Fun","A feel-good setup turns out to be a recipe for a joyless production.",2020-04-16,2020-04-17,"2020-04-16 11:04:04","article","https://www.nytimes.com/2020/04/16/movies/abe-review.html","Read the New York Times Review of Abe","mediumThreeByTwo210","https://static01.nyt.com/images/2020/04/17/arts/abe1/abe1-mediumThreeByTwo210-v2.jpg",140,210,NA,0.0178571428571429,0.267184136200791,0.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"39",39,39,"Abominable","tt6324278",7,30455,"movie","Abominable",0,2019,"\N",97,"Adventure,Animation,Comedy","PG",0,"GLENN KENNY","‘Abominable’ Review: Are We There, Yeti?","Visual dazzle helps animate a familiar creature-rescue story.",2019-09-26,2019-09-27,"2019-10-26 16:44:02","article","https://www.nytimes.com/2019/09/26/movies/abominable-review.html","Read the New York Times Review of Abominable","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/24/arts/abominable1/abominable1-mediumThreeByTwo210.jpg",140,210,NA,0.266666666666667,0.419076365356005,2.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"40",40,40,"Abominable","tt10674930",2.9,462,"movie","Abominable",0,2020,"\N",72,"Horror","PG",0,"GLENN KENNY","‘Abominable’ Review: Are We There, Yeti?","Visual dazzle helps animate a familiar creature-rescue story.",2019-09-26,2019-09-27,"2019-10-26 16:44:02","article","https://www.nytimes.com/2019/09/26/movies/abominable-review.html","Read the New York Times Review of Abominable","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/24/arts/abominable1/abominable1-mediumThreeByTwo210.jpg",140,210,NA,0.266666666666667,0.419076365356005,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"41",41,41,"Acasa, My Home","tt11364376",7.7,574,"movie","Acasa, My Home",0,2020,"\N",86,"Documentary","",1,"A.O. Scott","‘Acasa, My Home’ Review: Civilization and Its Malcontents","A family’s dispossession to make way for a nature park is the subject of this Romanian documentary.",2021-01-14,2021-01-15,"2021-01-14 19:38:02","article","https://www.nytimes.com/2021/01/14/movies/acasa-my-home-review.html","Read the New York Times Review of Acasa, My Home","mediumThreeByTwo210","https://static01.nyt.com/images/2021/01/14/arts/14acasa-1/merlin_182127924_d4f2c86b-c466-4979-8bf9-ac15a5f97db9-mediumThreeByTwo210.jpg",140,210,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"42",42,42,"Ad Astra","tt2935510",6.5,203523,"movie","Ad Astra",0,2019,"\N",123,"Adventure,Drama,Mystery","PG-13",1,"MANOHLA DARGIS","‘Ad Astra’ Review: Brad Pitt Orbits the Powers of Darkness","The latest from the director James Gray centers on an astronaut whose mission into deep space becomes a voyage of self-discovery.",2019-09-19,2019-09-20,"2019-10-19 16:44:02","article","https://www.nytimes.com/2019/09/19/movies/ad-astra-review-brad-pitt.html","Read the New York Times Review of Ad Astra","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/18/arts/00adastra-1/merlin_160735740_92e88351-a4ad-4845-b27e-2e36e22e67b6-mediumThreeByTwo210.jpg",140,210,NA,0.0568181818181818,0.156064283569498,1.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"43",43,43,"Adam","tt6316466",3.6,1456,"movie","Adam",0,2019,"\N",95,"Comedy","",0,"TEO BUGBEE","‘Adam’ Review: A Comedy of Genders","The film, about a cisgender boy who pretends to be trans, can’t resolve its big ideas.",2019-08-13,2019-08-14,"2019-09-06 16:44:01","article","https://www.nytimes.com/2019/08/13/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/13/arts/adam1/adam1-mediumThreeByTwo210.jpg",140,210,NA,0.0705882352941176,0.207709851362282,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44",44,44,"Adam","tt6316466",3.6,1456,"movie","Adam",0,2019,"\N",95,"Comedy","Not Rated",0,"Ben Kenigsberg","‘Adam’ Review: Beginning of a Beautiful Friendship","A widow welcomes a pregnant stranger into her home in this sentimental story mostly told unsentimentally.",2021-03-04,2021-03-05,"2021-03-04 12:01:03","article","https://www.nytimes.com/2021/03/04/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/05/arts/adam1/adam1-mediumThreeByTwo440.jpg",140,210,NA,0.05625,0.301039864469807,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"45",45,45,"Adam","tt13066948",8.8,15,"movie","Adam",0,2020,"\N",107,"Drama,War","",0,"TEO BUGBEE","‘Adam’ Review: A Comedy of Genders","The film, about a cisgender boy who pretends to be trans, can’t resolve its big ideas.",2019-08-13,2019-08-14,"2019-09-06 16:44:01","article","https://www.nytimes.com/2019/08/13/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/13/arts/adam1/adam1-mediumThreeByTwo210.jpg",140,210,NA,0.0705882352941176,0.207709851362282,1.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"46",46,46,"Adam","tt13066948",8.8,15,"movie","Adam",0,2020,"\N",107,"Drama,War","Not Rated",0,"Ben Kenigsberg","‘Adam’ Review: Beginning of a Beautiful Friendship","A widow welcomes a pregnant stranger into her home in this sentimental story mostly told unsentimentally.",2021-03-04,2021-03-05,"2021-03-04 12:01:03","article","https://www.nytimes.com/2021/03/04/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/05/arts/adam1/adam1-mediumThreeByTwo440.jpg",140,210,NA,0.05625,0.301039864469807,0.9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"47",47,47,"Adam","tt10199664",7.2,945,"movie","Adam",0,2019,"\N",98,"Drama","",0,"TEO BUGBEE","‘Adam’ Review: A Comedy of Genders","The film, about a cisgender boy who pretends to be trans, can’t resolve its big ideas.",2019-08-13,2019-08-14,"2019-09-06 16:44:01","article","https://www.nytimes.com/2019/08/13/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/13/arts/adam1/adam1-mediumThreeByTwo210.jpg",140,210,NA,0.0705882352941176,0.207709851362282,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"48",48,48,"Adam","tt10199664",7.2,945,"movie","Adam",0,2019,"\N",98,"Drama","Not Rated",0,"Ben Kenigsberg","‘Adam’ Review: Beginning of a Beautiful Friendship","A widow welcomes a pregnant stranger into her home in this sentimental story mostly told unsentimentally.",2021-03-04,2021-03-05,"2021-03-04 12:01:03","article","https://www.nytimes.com/2021/03/04/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/05/arts/adam1/adam1-mediumThreeByTwo440.jpg",140,210,NA,0.05625,0.301039864469807,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"49",49,49,"Adam","tt1715344",6.3,465,"movie","Quad",0,2020,"\N",100,"Drama","",0,"TEO BUGBEE","‘Adam’ Review: A Comedy of Genders","The film, about a cisgender boy who pretends to be trans, can’t resolve its big ideas.",2019-08-13,2019-08-14,"2019-09-06 16:44:01","article","https://www.nytimes.com/2019/08/13/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/13/arts/adam1/adam1-mediumThreeByTwo210.jpg",140,210,NA,0.0705882352941176,0.207709851362282,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"50",50,50,"Adam","tt1715344",6.3,465,"movie","Quad",0,2020,"\N",100,"Drama","Not Rated",0,"Ben Kenigsberg","‘Adam’ Review: Beginning of a Beautiful Friendship","A widow welcomes a pregnant stranger into her home in this sentimental story mostly told unsentimentally.",2021-03-04,2021-03-05,"2021-03-04 12:01:03","article","https://www.nytimes.com/2021/03/04/movies/adam-review.html","Read the New York Times Review of Adam","mediumThreeByTwo210","https://static01.nyt.com/images/2021/03/05/arts/adam1/adam1-mediumThreeByTwo440.jpg",140,210,NA,0.05625,0.301039864469807,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"51",51,51,"Adopt a Highway","tt8970448",6.3,3181,"movie","Adopt a Highway",0,2019,"\N",81,"Drama","Not Rated",0,"KEN JAWOROWSKI","‘Adopt a Highway’ Review: Ethan Hawke as a Silent and Sympathetic Ex-Con","This quiet drama centers on a man who, soon after leaving prison, finds an abandoned child.",2019-10-31,2019-11-01,"2019-11-08 17:44:01","article","https://www.nytimes.com/2019/10/31/movies/adopt-a-highway-review.html","Read the New York Times Review of Adopt a Highway","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/21/arts/21adopt-art/21adopt-art-mediumThreeByTwo210.jpg",140,210,NA,-0.040625,0.291100641245143,-0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"52",52,52,"Advocate","tt9358246",7,293,"movie","Advocate",0,2019,"\N",114,"Documentary","",0,"Ben Kenigsberg","‘Advocate’ Review: Defending More Than Just Her Clients","A portrait of an Israeli lawyer who takes on difficult cases involving Palestinian clients.",2020-01-02,2020-01-03,"2020-01-17 17:44:02","article","https://www.nytimes.com/2020/01/02/movies/advocate-review.html","Read the New York Times Review of Advocate","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/03/arts/01advocate/01advocate-mediumThreeByTwo210.jpg",140,210,NA,-0.0535714285714286,0.14473355588046,-0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"53",53,53,"After Parkland","tt9099136",5.7,132,"movie","After Parkland",0,2019,"\N",92,"Documentary","",0,"Ben Kenigsberg","‘After Parkland’ Review: Gun Violence Reverberates Through Time","A new documentary follows the friends and families of those died in the Marjory Stoneman Douglas High School shooting in 2018.",2019-11-28,2019-10-18,"2019-12-06 17:44:02","article","https://www.nytimes.com/2019/11/28/movies/after-parkland-review.html","Read the New York Times Review of After Parkland","mediumThreeByTwo210","https://static01.nyt.com/images/2019/11/29/arts/28afterparkland2/28afterparkland2-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.0142857142857143,0.2495710605934,-0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"54",54,54,"After the Wedding","tt7985692",6.3,6249,"movie","After the Wedding",0,2019,"\N",112,"Drama","PG-13",0,"JEANNETTE CATSOULIS","‘After the Wedding’ Review: Secrets and Sighs","A vivid Julianne Moore fails to enliven this languid remake of Susanne Bier’s 2007 melodrama.",2019-08-08,2019-08-09,"2019-09-08 16:44:02","article","https://www.nytimes.com/2019/08/08/movies/after-the-wedding-review.html","Read the New York Times Review of After the Wedding","mediumThreeByTwo210","https://static01.nyt.com/images/2019/08/08/arts/08wedding/08wedding-mediumThreeByTwo210.jpg",140,210,NA,-0.015625,0.265655635488251,-0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55",55,55,"Afterward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"Ken Jaworowski","‘Afterward’ Review: Asking for Opinions of Jews and Israel","A documentary seeks to find out what people think of Jews, the Holocaust and history.",2020-01-09,2020-01-10,"2020-01-17 17:44:02","article","https://www.nytimes.com/2020/01/09/movies/afterward-review.html","Read the New York Times Review of Afterward","mediumThreeByTwo210","https://static01.nyt.com/images/2020/01/10/arts/09afterward/09afterward-mediumThreeByTwo210.jpg",140,210,NA,-0.0666666666666667,0.258198889747161,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"56",56,56,"Ága",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,"MANOHLA DARGIS","‘Aga’ Review: A Little Yurt in a Big World","A man and woman, isolated in a stark, snowy Russian wilderness, seem lost, both in time and in this slow-boiling melodrama.",2019-09-03,2019-09-04,"2019-09-18 16:44:01","article","https://www.nytimes.com/2019/09/03/movies/aga-review.html","Read the New York Times Review of Ága","mediumThreeByTwo210","https://static01.nyt.com/images/2019/09/03/arts/03aga1/03aga1-mediumThreeByTwo210-v2.jpg",140,210,NA,-0.113636363636364,0.240625087845039,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57",57,57,"Aggie","tt10171904",7.8,17,"movie","Aggie",0,2020,"\N",92,"Documentary","",0,"Ben Kenigsberg","‘Aggie’ Review: Portrait of an Art Collector by Her Daughter","In this documentary, the filmmaker Catherine Gund recaps the career of her mother, the philanthropist and art collector Agnes Gund.",2020-10-07,2020-10-07,"2020-10-07 11:04:03","article","https://www.nytimes.com/2020/10/07/movies/aggie-review-portrait-of-an-art-collector-by-her-daughter.html","Read the New York Times Review of Aggie","mediumThreeByTwo210","https://static01.nyt.com/images/2020/10/07/arts/07aggiepix/07aggiepix-mediumThreeByTwo210.jpg",140,210,NA,0.08,0.254641130344565,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"58",58,58,"Aladdin","tt6139732",6.9,232820,"movie","Aladdin",0,2019,"\N",128,"Adventure,Family,Fantasy","PG",0,"A.O. SCOTT","‘Aladdin’ Review: This Is Not What You Wished For","A threadbare magic-carpet ride to nowhere special, with Will Smith as a blue genie.",2019-05-22,2019-05-24,"2019-06-22 16:44:01","article","https://www.nytimes.com/2019/05/22/movies/aladdin-review.html","Read the New York Times Review of Aladdin","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/24/arts/23aladdin-hppromo/23aladdin-hppromo-mediumThreeByTwo210-v3.jpg",140,210,NA,0.0166666666666667,0.309184796028586,0.25,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"59",59,59,"Aladdin","tt9892546",4.9,15,"movie","Aladdin",0,2020,"\N",104,"Drama,Musical,Romance","PG",0,"A.O. SCOTT","‘Aladdin’ Review: This Is Not What You Wished For","A threadbare magic-carpet ride to nowhere special, with Will Smith as a blue genie.",2019-05-22,2019-05-24,"2019-06-22 16:44:01","article","https://www.nytimes.com/2019/05/22/movies/aladdin-review.html","Read the New York Times Review of Aladdin","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/24/arts/23aladdin-hppromo/23aladdin-hppromo-mediumThreeByTwo210-v3.jpg",140,210,NA,0.0166666666666667,0.309184796028586,0.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"60",60,60,"All Day and a Night","tt3993886",5.8,3107,"movie","All Day and a Night",0,2020,"\N",121,"Drama","R",0,"Lovia Gyarkye","‘All Day and a Night’ Review: Growth Behind Bars","In this drama from one of the screenwriters of “Black Panther,” a young man embarks on a journey of belated self-discovery.",2020-05-01,2020-05-01,"2020-05-01 07:06:02","article","https://www.nytimes.com/2020/05/01/movies/all-day-and-a-night-review.html","Read the New York Times Review of All Day and a Night","mediumThreeByTwo210","https://static01.nyt.com/images/2020/05/01/arts/01allday-print1/allday1-mediumThreeByTwo210.jpg",140,210,NA,0.0181818181818182,0.223364667957524,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61",61,61,"All I Can Say","tt10011312",8.3,90,"movie","All I Can Say",0,2019,"\N",102,"Documentary,Music","",0,"Glenn Kenny","‘All I Can Say’ Review: A Rock Star Captures His Own Rise and Fall","This new documentary is assembled from voluminous footage shot by Shannon Hoon, the lead singer of Blind Melon, until the day he died.",2020-06-25,2020-06-26,"2020-06-25 11:04:04","article","https://www.nytimes.com/2020/06/25/movies/all-i-can-say-review.html","Read the New York Times Review of All I Can Say","mediumThreeByTwo210","https://static01.nyt.com/images/2020/06/25/arts/25allicansay-art/merlin_173716437_f9671160-515e-44e1-a419-36166846d60b-mediumThreeByTwo210.jpg",140,210,NA,-0.0152173913043478,0.280597893551631,-0.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"62",62,62,"All In: The Fight for Democracy","tt12538822",6.5,1569,"movie","All In: The Fight for Democracy",0,2020,"\N",102,"Documentary","PG-13",0,"Ben Kenigsberg","‘All In: The Fight for Democracy’ Review: Electoral Collage","This documentary, with snapshots and stories of voter suppression yesterday and today, carries an urgent message: Vote!",2020-09-09,2020-09-18,"2020-09-10 16:44:01","article","https://www.nytimes.com/2020/09/09/movies/all-in-the-fight-for-democracy-review.html","Read the New York Times Review of All In: The Fight for Democracy","mediumThreeByTwo210","https://static01.nyt.com/images/2020/09/11/arts/09ALL-In-THE-FIGHT-PIX/09ALL-In-THE-FIGHT-PIX-mediumThreeByTwo210.jpg",140,210,NA,-0.0382352941176471,0.267820725815742,-0.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63",63,63,"All Is True",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PG-13",0,"JEANNETTE CATSOULIS","‘All Is True’ Review: Regret Is the Thing, as Shakespeare Comes Home","Kenneth Branagh’s fond, partly fictional portrait of William Shakespeare’s retirement is a soapy tale of family secrets and festering resentments.",2019-05-09,2019-05-10,"2019-06-09 16:44:02","article","https://www.nytimes.com/2019/05/09/movies/all-is-true-review.html","Read the New York Times Review of All Is True","mediumThreeByTwo210","https://static01.nyt.com/images/2019/05/10/arts/09allistrue1/09allistrue1-mediumThreeByTwo210-v2.jpg",140,210,NA,0.0113636363636364,0.121431754478271,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"64",64,64,"All the Bright Places","tt3907584",6.5,22007,"movie","All the Bright Places",0,2020,"\N",107,"Drama,Romance","",0,"Candice Frederick","‘All the Bright Places’ Review: Love Amid Trauma","Elle Fanning and Justice Smith breathe life into a film about mental illness and the healing power of love.",2020-02-28,2020-02-28,"2020-02-28 08:06:02","article","https://www.nytimes.com/2020/02/28/movies/all-the-bright-places-review.html","Read the New York Times Review of All the Bright Places","mediumThreeByTwo210","https://static01.nyt.com/images/2020/02/26/arts/allthebright1/allthebright1-mediumThreeByTwo210.jpg",140,210,NA,0.0789473684210526,0.354069904222349,1.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"65",65,65,"All Together Now","tt3155342",6.5,3229,"movie","All Together Now",0,2020,"\N",92,"Drama","PG",0,"Kyle Turner","‘All Together Now’ Review: A Song as a Source of Hope","In this sweet and scrappy film, Auliʻi Cravalho plays a young woman torn between following her dreams and her loyalty to her mother.",2020-08-27,2020-08-28,"2020-08-27 11:04:07","article","https://www.nytimes.com/2020/08/27/movies/all-together-now-review.html","Read the New York Times Review of All Together Now","mediumThreeByTwo210","https://static01.nyt.com/images/2020/08/25/arts/alltogether2/alltogether2-mediumThreeByTwo210.jpg",140,210,NA,0.0583333333333333,0.261960280206365,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
