OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-TX,USGS Texas Water Science Center,USGS-08188810,"Guadalupe Rv at SH 35 nr Tivoli, TX",Stream,,12100303,10280,sq mi,10280,sq mi,28.47833444000000,-96.8627635000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,057,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08195000,"Frio Rv at Concan, TX",Stream,,12110106,389,sq mi,389,sq mi,29.48856496000000,-99.7047756000000,24000,5,seconds,Interpolated from MAP.,NAD83,1203.71,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,463,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08211200,"Nueces Rv at Bluntzer, TX",Stream,,12110111,16611,sq mi,16611,sq mi,27.93779594000000,-97.7758308000000,24000,5,seconds,Interpolated from MAP.,NAD83,0.0,feet,.1,feet,Level or other surveyed method.,NGVD29,US,48,355,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-08475000,"Rio Grande nr Brownsville, TX",Stream,,13090002,176333,sq mi,176333,sq mi,25.87674793000000,-97.4544260000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,3,feet,Interpolated from topographic map.,NGVD29,US,48,061,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-285331096343501,"Lk Texana Site AC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.89470890000000,-96.5749749000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-285816096320201,"Lk Texana Site CC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.97553885000000,-96.5316397000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-285940096312101,"Lk Texana Site EC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.99914898000000,-96.5216393000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-290042096331401,"Lk Texana Site DC nr Edna, TX","Lake, Reservoir, Impoundment",,12100102,,,,,28.99942684000000,-96.5449733000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,239,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-292331098294501,AY-68-37-711 (Mission 7),Well,,12100301,,,,,29.39194444000000,-98.4958333000000,24000,1,seconds,Reported.,NAD83,585,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,,19740314,1500,ft,1550,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-292458094534206,KH-64-33-920 Texas City Extensometer,Well: Extensometer well,,12040204,,,,,29.41632500000000,-94.8950028000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5.87,feet,.1,feet,Interpolated from topographic map.,NAVD88,US,48,167,Coastal lowlands aquifer system,"Chicot Aquifer, undifferentiated",Confined multiple aquifers,19730501,800,ft,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-292618099165901,TD-69-38-601 (Seco Creek Well),Well,,12110107,,,,,29.43856519000000,-99.2833738000000,24000,1,seconds,Interpolated from MAP.,NAD83,1008.30,feet,1,feet,Level or other surveyed method.,NGVD29,US,48,325,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19570516,538,ft,538,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-292943098354404,AY-68-36-132 (Z DED),Well,,12100301,,,,,29.49527778000000,-98.5955556000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,848,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards Limestone,Confined single aquifer,20070804,596.5,ft,616,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293116098334101,AY-68-28-815 (Turtle Creek 3),Well,,12100301,,,,,29.52111110000000,-98.5613889000000,24000,1,seconds,Reported.,NAD83,946,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,,19730206,550,ft,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293252098380801,AY-68-27-610 (Parkwood Park),Well,,12100302,,,,,29.54777778000000,-98.6355556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,896,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980701,229,ft,229,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293306095054101,LJ-65-32-401 NASA Extensometer,Well: Extensometer well,,12040204,,,,,29.55186110000000,-95.0960278000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,19.65,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19620209,770,ft,963,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293348095070604,LJ-65-32-428 (Clear Lake Deep Extensometer),Well: Extensometer well,,12040204,,,,,29.56341667000000,-95.1189444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,17.99,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19760421,3072,ft,3305,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293349095070901,LJ-65-32-424 (Clear Lake Shallow Extensometer),Well: Extensometer well,,12040204,,,,,29.56375000000000,-95.1192778000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,19.68,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19760319,1740,ft,1855,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293352095011601,LJ-65-32-625 Seabrook Extensometer,Well: Extensometer well,,12040204,,,,,29.56479444000000,-95.0214556000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,8.28,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19730501,1381,ft,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293405098394201,AY-68-27-609 (Western Oak),Well,,12100302,,,,,29.56805556000000,-98.6616667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,960,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980628,261,ft,261,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293516098325501,AY-68-28-211 (Shavano Park at Fawn Drive),Well,,12100301,,,,,29.58777778000000,-98.5486111000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,975,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980623,300,ft,303.3,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293559098284801,AY-68-29-112 (Donella),Well,,12100301,,,,,29.59972220000000,-98.4800000000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,889,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980206,260,ft,260,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-293746098265401,AY-68-21-806 (Encino Rio),Well,,12100301,,,,,29.62944444000000,-98.4483333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,845,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,029,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Unconfined single aquifer,19980501,290,ft,290,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294206095162601,LJ-65-22-622 East End Extensometer,Well: Extensometer well,,12040104,,,,,29.70172220000000,-95.2740556000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,31.09,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,197306,995,ft,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294237095093204,LJ-65-23-322 Pasadena Extensometer,Well: Extensometer well,,12040104,,,,,29.71015833000000,-95.1592750000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,28.15,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19750823,2831,ft,2874,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294300098080001,DX-68-23-301 (Comal 1),Spring,,12100202,,,,,29.71277778000000,-98.1375000000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,623.10,feet,1,feet,Level or other surveyed method.,NGVD29,US,48,091,Edwards-Trinity aquifer system,Edwards and Associated Limestones,Confined single aquifer,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294338095270402,LJ-65-21-226 (Southwest Monitor No. 1),Well: Extensometer well,,12040104,,,,,29.72700000000000,-95.4507778000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,59.39,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19800201,2358,ft,2440,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294527095014910,LJ-65-16-930 Baytown C-1 Extensometer,Well: Extensometer well,,12040104,,,,,29.75784167000000,-95.0306500000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,23.87,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,"Chicot Aquifer, undifferentiated",Confined multiple aquifers,19721010,431,ft,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294527095014911,LJ-65-16-931 Baytown C-2 Extensometer,Well: Extensometer well,,12040104,,,,,29.75784167000000,-95.0306500000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,23.87,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19730322,1475,ft,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294607095042700,"Lynchburg Res nr Intake Structure nr Baytown, TX","Lake, Reservoir, Impoundment",,12040104,,,,,29.76856667000000,-95.0742028000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,24,feet,10,feet,Interpolated from topographic map.,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294643095035200,"Lynchburg Res nr CWA Canal Inflow nr Baytown, TX","Lake, Reservoir, Impoundment",,12040104,,,,,29.77858610000000,-95.0644278000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,24,feet,10,feet,Interpolated from topographic map.,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294726095351102,LJ-65-12-726 (Addicks Monitor No. 1),Well: Extensometer well,,12040104,,,,,29.79069444000000,-95.5861389000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,91.06,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,197405,1802,ft,1813,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-294728095200106,LJ-65-14-746 Extensometer,Well: Extensometer well,,12040104,,,,,29.79088889000000,-95.3339722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,46.5,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19800425,2170,ft,2256,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-295449095084105,LJ-65-07-909 Extensometer,Well: Extensometer well,,12040104,,,,,29.91322220000000,-95.1455278000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,51.98,feet,1.0,feet,"Light Detection And Ranging, airplane",NAVD88,US,48,201,Coastal lowlands aquifer system,Evangeline Aquifer,Confined multiple aquifers,19800310,1940,ft,2050,ft,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-295554095093401,"Lk Houston at mouth of Jack's Ditch nr Houston, TX","Lake, Reservoir, Impoundment",,12040101,,,,,29.93825000000000,-95.1667778000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,43,feet,2.5,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-295826095082200,"Lk Houston S Union Pacific RR Bridge nr Houston,TX","Lake, Reservoir, Impoundment",,12040101,,,,,29.97393333000000,-95.1393833000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,45,feet,5,feet,Interpolated from topographic map.,NGVD29,US,48,201,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-301557097454901,"Barton Ck at Lady Bird Lk, Austin, TX",Stream,,12090205,,,,,30.26590000000000,-97.7637000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,428,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,453,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-301659097470101,"Lady Bird Lk at Ridgewood Village, Austin, TX","Lake, Reservoir, Impoundment",,12090205,,,,,30.28323333000000,-97.7837500000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,428,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,453,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-301729097470901,"Lady Bird Lk at Red Bud Island, Austin, TX","Lake, Reservoir, Impoundment",,12090205,,,,,30.29151389000000,-97.7859667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,428,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,453,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-302127095335501,"Lk Conroe Site AC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.35770769000000,-95.5654987000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-302245095365301,"Lk Conroe Site BC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.37937320000000,-95.6149446000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-302323095341201,"Lk Conroe Site CC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.38992859000000,-95.5702213000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-302448095374101,"Lk Conroe Site DC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.41353840000000,-95.6282784000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-302607095360901,"Lk Conroe Site EC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.43548210000000,-95.6027223000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-302714095372201,"Lk Conroe Site FC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.45409238000000,-95.6230007000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,339,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-303129095360501,"Lk Conroe Site GC nr Conroe, TX","Lake, Reservoir, Impoundment",,12040101,,,,,30.52492305000000,-95.6016115000000,24000,5,seconds,Interpolated from MAP.,NAD83,0,feet,1,feet,Reported method of determination.,NGVD29,US,48,471,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-303806095005000,"Livingston Res nr dam nr Goodrich, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.63511110000000,-95.0139722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,373,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-303937095002800,"Livingston Res nr Livingston St Pk nr Goodrich, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.66027778000000,-95.0076944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,373,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-303943095085100,"Livingston Res nr Wolf Ck Park nr Coldspring, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.66191667000000,-95.1476111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,407,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-304130095021200,"Livingston Res nr FM 350 nr Livingston, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.69155556000000,-95.0368056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,373,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-304414095053000,"Livingston Res nr FM 2457 Boat Ramp nr Onalaska,TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.73725000000000,-95.0916389000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,373,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-304605098242701,"Buchanan Lk at Ranch Rd 690 nr Buchanan Dam, TX","Lake, Reservoir, Impoundment",,12090201,,,,,30.76810000000000,-98.4075000000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1014,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,053,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-304753095092800,"Livingston Res nr US 190 Boat Ramp nr Onalaska, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.79816667000000,-95.1578889000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,407,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-304840095075500,"Livingston Res nr Lakeside Marina nr Onalaska, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.81122220000000,-95.1318611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,373,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-304953095142500,"Livingston Res nr Waterwood Resort nr Onalaska, TX","Lake, Reservoir, Impoundment",,12030202,,,,,30.83141667000000,-95.2403611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,131,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,407,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-310027097363201,"Stillhouse Hollow Lk at Riversbend nr Salado, TX","Lake, Reservoir, Impoundment",,12070203,,,,,31.00751667000000,-97.6090000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,621,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,027,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-312143100323801,"Twin Buttes Res site CP nr San Angelo, TX","Lake, Reservoir, Impoundment",,12090102,,,,,31.36201944000000,-100.5441111000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1941,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,451,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-312206100354201,"Twin Buttes Res at FM 2166 nr San Angelo, TX","Lake, Reservoir, Impoundment",,12090103,,,,,31.36856110000000,-100.5951306000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1941,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,451,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-312330100330501,"Twin Buttes Res at Hwy 67 nr San Angelo, TX","Lake, Reservoir, Impoundment",,12090102,,,,,31.39186944000000,-100.5515806000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,1941,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,48,451,,,,,,,,,NWIS
USGS-TX,USGS Texas Water Science Center,USGS-313130099391001,"O. H. Ivie Res PS Site nr Voss, TX","Lake, Reservoir, Impoundment",,12090106,24038,sq mi,24038,sq mi,31.52500000000000,-99.6527778000000,24000,1,seconds,Long range navigation system.,NAD83,1552,feet,20,feet,Interpolated from topographic map.,NGVD29,US,48,083,,,,,,,,,NWIS
